wave leght [nm]\ AOI [dig],0,5,10,15,20,25,30,35,40,45,50,55,60,65
787.33,-3.6,17,28.2,-11.6,12.4,-23.8,-19.4,15.6,7,-24.6,7.4,-13,5.8,16.2
787.72,-15.6,32.4,-9.8,12,2.6,-12.6,-24.2,18.2,-6.6,6.8,2.6,-6.4,-12.8,-6
788.1,45.4,-18.2,32,-3.4,-8.4,-10.2,-3.8,41.4,-39.8,8,6.2,20.8,20.2,-11.2
788.49,23.4,16.4,25.2,-9.4,8.6,9,-17.2,-57.8,-6.8,-44.8,-15.8,43.4,12.6,16.8
788.88,-13,22.6,-23.8,11.8,-8.6,14.6,2.8,-34.2,-28.8,-8,19.6,16.6,-4.2,13.4
789.26,7.6,5.2,-8.2,12.2,-6.8,0.4,-29.2,-9.8,9,-11.8,-18.4,36.8,-9.6,-0.2
789.65,1,35.2,-33,-19.6,9.4,-25.2,-0.4,-14,21.8,-0.2,-28.6,4.4,13.6,1.8
790.04,28,7.2,-8.2,12.8,6.8,-13.4,8.8,-4,-2.8,-35,27.4,16.8,28.4,-19.8
790.42,27.8,19.4,12.4,1,-6.6,28.6,4.4,-0.4,9.4,-14.4,16.6,3.8,3.6,2.2
790.81,11.8,28.4,2.8,-23,-20.6,-24.4,-0.8,-23,10.4,1.8,10,12.2,-15,13.6
791.19,17.6,1.4,-19.4,-5,15.2,-10.8,0.2,-11.2,3.2,15,-6,17.2,-30.8,-9.4
791.58,-8.2,8,-15.8,1.6,4.6,4,15.2,-18.4,3.4,-23,-13.2,-17,27.4,14.4
791.97,1.6,3.2,-35,-18.6,-24,-16.2,30.8,15.8,10.8,-18.4,25.4,49.8,-23.4,34.2
792.35,-19.6,12.8,-23.4,-12,-1,-6.8,1.2,20.6,-6,-39.2,25,4.2,-11.4,-23.8
792.74,47,17.4,25,-0.2,-8.6,34.4,-14,-4.8,-8.4,14.4,6.6,10.6,-18.4,11.8
793.12,-31.2,7.2,16.6,-21.8,11,-1,-5.2,19.2,-1.4,21,-6.2,19.6,2.6,31.8
793.5,22.2,-7.8,-29.6,-10.8,-21,18.8,8.6,27.6,15,-25.8,4.6,1.4,25.6,33.8
793.89,29,4,-18.8,-12,-22.8,-10.2,-20.2,-8.4,14.2,-20.2,-11.2,3,6.8,4.2
794.27,17.8,-8.2,25.8,8.4,18.6,-1.4,-14.4,24.8,-15.8,-18.8,1.4,35.6,3,-4.4
794.66,24.6,3.4,13.6,-36,-1.4,1.2,-1.4,0.4,6.8,-16.4,12.2,4.8,-13.8,16.8
795.04,9.4,7.4,-12.8,-10.2,-26.4,27.6,-9.2,9.4,-1,-25.4,3.6,-20.8,34.4,-4.8
795.42,11,-21,-18.6,-15.8,15.6,-18.4,33,26,-19.6,-3.6,45.4,1.8,-10.6,0.2
795.81,19,-7.4,-20.4,23.6,5.4,27.8,28.4,13.4,18.2,7.8,41.4,-17.4,5,-2.2
796.19,11,0.6,-3,20,36.4,-16.8,-31,-3.8,10.8,0.2,31.8,15.6,-1.8,19.6
796.57,-6.2,23.4,-29.6,14.8,22.2,2,-4.2,-28.8,-22.8,-1.8,40.2,40.6,-13.8,3.6
796.96,18.6,39.6,-18.8,20.2,-34.4,10.8,11,21.2,23.6,8.8,-17.8,-10.2,2,-5
797.34,-13,24,-12,30.4,-0.8,-3.4,-5.8,2.6,0.8,-16,22.2,32,-14.4,-13.4
797.72,8,16,5.6,8.6,-27.6,-9,20.6,-8.6,34.6,-17.8,13,17.2,-8,23.2
798.1,-21.8,4.4,47.2,-0.2,-30.6,-4,23.4,13.2,5,-17.2,2.8,13,-3.8,21
798.48,4.4,11.8,33.8,28.6,-38,12.4,13.6,5.2,6.2,-24.8,13.4,-16,0.6,-2.4
798.86,-17.2,-11.4,1.4,2.2,-12.4,29.8,-7.8,-1.4,25.4,-10.6,-27.4,22.4,9.2,-3.8
799.25,-7.6,6,-7.8,15.4,2.6,-14,-31.8,12.6,-9.4,-25.6,-1,21,7.6,-5.6
799.63,13.8,-17,-22.2,0.8,-38,13,-18.6,4.4,-27,12.8,1.8,28.2,26.4,-69.2
800.01,6,6.4,-26.8,26.6,6.6,0.8,-18.4,6.4,-17,-18,-14.6,20.8,-3,-27.6
800.39,5.2,-12.2,-15.4,-11.6,7.8,14.8,32,22.8,21,-32.6,-0.4,40.4,34.2,2.8
800.77,-18.8,-5,-1.8,-28.8,-2.4,7.6,-24.2,11,-9,5.4,-9,-9.6,1.2,-7.2
801.15,-1.6,-25.2,-22.4,32.4,-29.8,-20.2,-17,11.2,25.6,58.8,-23,-37.4,-2.4,0.8
801.53,-13.2,9.8,4,3.2,-18.6,23,-15.4,44.6,-24.8,6.2,-4.8,34.2,5.8,-23.8
801.91,-19.2,-22.8,19.8,33.8,16,-10,12.6,2.2,-6.6,24,18.8,7.8,14.8,-0.4
802.29,-8.8,-2.4,6.2,-9.4,-4.6,-5.8,10,6.6,23,-1,21.4,-2.6,6.2,-24
802.67,-13.6,-21,24.6,-25.6,-25.2,-5,15.8,22.6,14,8.2,35.8,5.4,-29.6,-14.8
803.05,-14.2,4.8,-12.6,-11.8,1.6,7.2,6.2,-43.4,-15.4,-3.8,0.6,31.6,-22,18
803.43,-5.2,17.6,-23.2,9,-5.8,9,-17.8,-23,-38.2,-29.2,-7.8,16.8,19.8,20
803.8,-0.6,-34.2,-27.6,20.2,15.6,-1.4,36.4,10.6,-21.4,-24.2,7,13.8,20.2,-32
804.18,-19.8,-12,22,31.4,-4.2,40.6,19.4,8.2,-11.2,-5,-3.2,13.8,4.6,15.4
804.56,-16.8,-33,-14.4,20.6,16.8,22.8,4.2,10.6,-3.4,1,-3,-39.6,-31.4,-2
804.94,12.4,43.2,7.4,8.8,15,12,-6,10.2,23,29.4,0,-26.6,-37.6,6.4
805.32,18,26.2,-1.4,-13.2,4.6,-39.6,-5.2,-46.8,10.4,14,-9.8,-28,-32.4,-7.8
805.69,15.4,31.8,-5.2,1.4,3.8,0,-22.6,7,-28.6,9,24.8,9.6,3.8,-19.2
806.07,24.4,-22,0.2,5.6,22.8,-5.4,18.6,-27,-3.6,10,39.6,-19,-3.2,6.2
806.45,-9.2,17.6,-34.8,26.8,-8.2,-35.4,35.6,-14.6,14.2,22.2,-18.4,24,-22.8,4.8
806.83,16,-32.6,-2.6,-1.8,-6.4,2.4,25.4,-0.8,19.8,20,10.6,-9,47.2,-20.2
807.2,25.2,-10.8,-12,9,-15.8,21.6,-23,-20.4,14.8,-15,48.6,3,15,41.2
807.58,7.6,-19,-21.4,4.8,30.6,-8.4,22.8,11.4,-29,20.4,-1.6,22.8,25.2,17.6
807.96,5.2,8.4,-7.2,5.2,2.8,18.8,-18.6,6.8,-29.4,-4,-1.4,-24.2,15.4,16
808.33,-7,10,34.2,-28.8,-15,-19.4,10.4,-8,-12.8,-22,-5.8,-14.4,6,-25.6
808.71,-4.8,-19.6,-14,43.2,13.2,6.6,1.2,-14.2,-24.6,-12.8,-16.8,-17.4,19.2,8.6
809.08,-20.4,8.8,15.6,-4.6,-10,19.4,22.2,-17,-39.8,12.4,12.8,-24,-18.4,-27.4
809.46,39,34.2,-12.4,33.6,7.4,-44.2,-5.8,0.8,-16.2,-19,31.2,15,17,-11.6
809.83,28.4,-8.2,-7.4,29.2,3.2,-25,-15.4,4.6,-5.6,-14.8,-10.2,-29.6,13.2,-12
810.21,37.2,-6.8,10.6,21.2,3.6,-23.6,-6.2,25,22.8,29.8,2.2,-15,-18.4,-27.6
810.58,8.4,33,-26,-0.2,-19.6,-0.8,-29,13.4,-31.4,3.6,-8.2,4.6,0.8,24.8
810.96,-3.8,15,-9.4,-27,19.2,2,-23.2,-8.8,-27,-19.8,5.6,3.6,25.4,36
811.33,14.4,-2.2,3.6,-17,16,10.8,-21.6,1.8,-12.6,-37.8,4,8.6,2,-13.8
811.71,-1,-10.2,-24,-3.4,-12.6,4.6,-25.8,7.4,-21,7.6,16.6,22.4,-1,-8
812.08,14.2,-39.4,14.6,1.8,-5.8,-2.8,-10.8,-3,18.4,-24,18.8,2.6,15,33.4
812.46,38,15.2,2.4,0.6,43,11.6,-27,-11,-41,-4,23.2,-12,41.8,12
812.83,15.2,-7.8,-4.8,-32.2,-22.4,-8.4,-11.4,0.8,-13.8,1.8,3.4,17.6,1.8,22.8
813.2,-37.6,12.8,2,-9.6,12.6,-37.6,-3.4,-27.2,17.8,14.2,-34.6,18.8,-0.6,39.8
813.58,-22.6,-9.6,9.6,11.8,20.8,41.2,0.6,-5.2,19.8,22.4,26,30,12,11
813.95,17,-43.8,4.8,-3.8,20.4,21.6,2.6,18.6,-4.2,-3.2,15.6,16.6,11.4,1.2
814.32,9.6,41,14.2,-34.2,5.2,8.2,-6,14.4,-18.4,0.8,-27.8,-48.8,-7.6,-7.4
814.69,-27.2,26.2,3.8,-35,14.8,-27,-20.2,-17,-4.8,21.6,9.2,-18.8,6.6,-12
815.07,-4.2,9.6,-5.6,-29.4,15.2,-37.8,-4.4,-12.2,-21,5.6,-35,13.6,16,-15.8
815.44,-2,-10.8,-17.2,25.2,12.8,-15,-2,-28,15,-21.6,-5.6,36.4,-5,-13.4
815.81,-9.8,-8.2,30.8,10,-14.8,-11.4,18.8,-12.4,7.4,19.4,-27.6,8.6,-14.2,-20.4
816.18,-43,1.6,-21.6,3.2,4.2,-1.6,-16.4,-17.4,-2.2,-0.2,16.6,45,-11.4,-21.8
816.55,-11,23.8,-13.6,6.4,38.2,23.6,0.6,-9.4,-18.4,18.2,7.8,15.2,-35.2,-5.4
816.92,30.8,5.4,-27.6,-16.2,4.8,5,-13.6,-8.2,27,1.8,-26,-28.2,-5.4,1.2
817.29,7.2,-0.8,-20.8,21.8,-24.4,4,22,19.4,-3.8,-9.2,-17.8,8,5.8,14.4
817.67,19.2,0.4,-27.8,9.6,-13.2,10.2,0,26.4,2.4,-11.8,-11.2,-14.8,27,11.8
818.04,-10.2,-33.6,-28.6,40.8,-24.4,-26.6,23.4,7.8,16,17,-0.6,-15,5.6,4.4
818.41,18,-22.4,17,-10.2,-15.4,-2.6,39.8,-15.6,-4,-37.6,24.2,-35,-10,-0.8
818.78,15.4,17.6,-2.6,16.4,-6.8,-5.8,9.6,-10.2,-45.8,-12,-9.2,-8.6,23.2,-0.6
819.15,35.4,-16.8,-1,-26.8,0.8,-34.8,-1.8,24.6,-14.8,-10.2,7.6,20.8,35.6,14
819.52,24.4,12.2,2.8,18.2,-29.8,-3.8,-18.4,12,-10.6,-34.4,-28,14.8,-2.8,-5.8
819.89,-4.4,-28,-2.2,16.2,-33.6,18.8,-33.8,8.4,-19,-6.6,-19.8,-7.2,34.8,-30.6
820.26,1.2,0.6,-23.6,-14.4,-2,-22.8,-5.8,-4.8,-33.6,-17.8,-22.4,-2.8,29.8,10.2
820.62,23.2,-0.8,-16.8,-9,37.2,-30.4,10.6,8,-11,-41,-4.6,0.6,-16.8,-31.8
820.99,-7.8,-13,11.2,9.2,36.4,32,-22.8,-8.8,10,-17.4,17.4,1.6,29.4,-61
821.36,22.2,18.8,6.4,25.4,8.8,14.8,-3.2,-19.8,16.2,-28.8,16.6,-6.4,-0.6,-24
821.73,-10.6,-6.4,16.4,5.2,35.2,-14.2,-23,-17.8,-6.2,22.8,-2.4,21.4,-6.6,-37.8
